actions,ground_truths,board_numbers,image_numbers
grip,down,63,1
left,down,63,2
up,down,63,3
down,down,63,4
grip,down,63,5
left,down,63,6
right,right,63,7
grip,right,63,8
down,grip,63,9
right,up,64,0
left,up,64,1
up,left,64,10
up,left,64,11
up,left,64,12
up,grip,64,13
grip,up,64,2
grip,up,64,3
grip,up,64,4
left,up,64,5
left,up,64,6
left,up,64,7
right,up,64,8
grip,up,64,9
down,up,65,0
right,up,65,1
right,left,65,10
up,left,65,11
up,grip,65,12
grip,up,65,2
grip,up,65,3
up,up,65,4
left,up,65,5
down,up,65,6
up,up,65,7
right,left,65,8
up,left,65,9
left,down,66,0
down,left,66,1
right,grip,66,2
left,up,67,0
down,left,67,1
right,grip,67,10
down,left,67,2
down,left,67,3
grip,left,67,4
left,left,67,5
down,left,67,6
up,left,67,7
grip,left,67,8
grip,left,67,9
right,down,68,0
grip,down,68,1
up,left,68,10
grip,left,68,11
grip,left,68,12
up,grip,68,13
up,down,68,2
left,down,68,3
right,left,68,4
grip,left,68,5
down,left,68,6
left,left,68,7
grip,left,68,8
down,left,68,9
grip,down,69,0
down,down,69,1
up,down,69,2
grip,down,69,3
grip,down,69,4
down,down,69,5
grip,left,69,6
up,left,69,7
down,grip,69,8
up,up,7,0
right,up,7,1
left,up,7,2
grip,up,7,3
right,up,7,4
left,right,7,5
grip,right,7,6
up,grip,7,7
right,up,70,0
right,up,70,1
right,up,70,2
grip,up,70,3
grip,up,70,4
right,up,70,5
down,grip,70,6
left,up,71,0
left,up,71,1
up,up,71,2
right,up,71,3
left,grip,71,4
down,down,72,0
left,down,72,1
grip,down,72,2
left,down,72,3
grip,down,72,4
down,right,72,5
left,grip,72,6
right,down,73,0
left,down,73,1
right,down,73,2
grip,down,73,3
grip,down,73,4
left,down,73,5
down,grip,73,6
right,up,74,0
up,up,74,1
up,right,74,10
up,right,74,11
up,right,74,12
grip,grip,74,13
up,up,74,2
grip,up,74,3
up,up,74,4
up,up,74,5
right,up,74,6
left,up,74,7
left,right,74,8
grip,right,74,9
right,up,75,0
right,up,75,1
right,right,75,2
grip,right,75,3
right,right,75,4
right,right,75,5
grip,grip,75,6
up,up,76,0
grip,right,76,1
right,right,76,2
down,right,76,3
right,grip,76,4
grip,right,77,0
down,right,77,1
down,right,77,2
down,right,77,3
down,right,77,4
right,right,77,5
down,right,77,6
grip,right,77,7
down,grip,77,8
grip,down,78,0
up,down,78,1
down,down,78,2
down,right,78,3
grip,right,78,4
grip,right,78,5
left,right,78,6
right,grip,78,7
left,down,79,0
grip,down,79,1
up,right,79,10
right,right,79,11
up,grip,79,12
grip,down,79,2
down,down,79,3
down,down,79,4
grip,down,79,5
down,right,79,6
up,right,79,7
down,right,79,8
up,right,79,9
down,down,8,0
left,down,8,1
grip,down,8,2
down,down,8,3
right,down,8,4
up,down,8,5
up,grip,8,6
up,up,80,0
left,up,80,1
down,left,80,10
up,left,80,11
down,left,80,12
down,grip,80,13
up,up,80,2
down,up,80,3
right,up,80,4
left,up,80,5
grip,up,80,6
grip,left,80,7
up,left,80,8
up,left,80,9
up,up,81,0
grip,up,81,1
up,left,81,10
up,left,81,11
grip,left,81,12
grip,grip,81,13
grip,up,81,2
grip,left,81,3
down,left,81,4
up,left,81,5
down,left,81,6
grip,left,81,7
left,left,81,8
grip,left,81,9
left,left,82,0
right,left,82,1
up,left,82,2
left,left,82,3
up,left,82,4
left,left,82,5
right,left,82,6
up,left,82,7
grip,left,82,8
left,grip,82,9
right,up,83,0
right,left,83,1
down,left,83,2
up,left,83,3
up,left,83,4
up,left,83,5
grip,left,83,6
up,grip,83,7
grip,down,84,0
grip,down,84,1
up,left,84,10
down,left,84,11
right,grip,84,12
up,left,84,2
up,left,84,3
right,left,84,4
right,left,84,5
up,left,84,6
grip,left,84,7
grip,left,84,8
right,left,84,9
down,down,85,0
left,down,85,1
left,left,85,2
down,left,85,3
down,grip,85,4
left,up,86,0
down,up,86,1
grip,up,86,2
grip,right,86,3
grip,grip,86,4
down,up,87,0
left,up,87,1
left,grip,87,10
grip,up,87,2
up,up,87,3
grip,up,87,4
down,up,87,5
left,up,87,6
down,up,87,7
up,up,87,8
grip,left,87,9
right,down,88,0
left,down,88,1
grip,down,88,2
up,down,88,3
down,grip,88,4
grip,down,89,0
up,down,89,1
left,left,89,2
left,grip,89,3
down,down,9,0
up,down,9,1
grip,down,9,2
grip,down,9,3
grip,right,9,4
right,grip,9,5
right,up,90,0
grip,up,90,1
up,grip,90,10
grip,up,90,2
left,up,90,3
down,right,90,4
left,right,90,5
grip,right,90,6
right,right,90,7
down,right,90,8
left,right,90,9
left,up,91,0
grip,up,91,1
down,right,91,10
down,right,91,11
down,right,91,12
up,grip,91,13
grip,up,91,2
up,up,91,3
right,up,91,4
left,up,91,5
down,up,91,6
left,up,91,7
down,up,91,8
right,right,91,9
right,down,92,0
right,right,92,1
right,right,92,2
down,right,92,3
down,grip,92,4
grip,right,93,0
grip,right,93,1
left,right,93,2
left,grip,93,3
grip,down,94,0
left,down,94,1
right,right,94,10
right,right,94,11
left,right,94,12
right,grip,94,13
right,down,94,2
right,down,94,3
up,down,94,4
down,down,94,5
up,right,94,6
up,right,94,7
grip,right,94,8
left,right,94,9
up,down,95,0
right,down,95,1
grip,down,95,2
grip,down,95,3
grip,down,95,4
grip,right,95,5
down,right,95,6
right,grip,95,7
right,up,96,0
right,up,96,1
right,up,96,2
left,up,96,3
grip,up,96,4
up,up,96,5
down,up,96,6
left,left,96,7
left,left,96,8
grip,grip,96,9
left,up,97,0
grip,up,97,1
up,left,97,10
right,left,97,11
up,left,97,12
up,left,97,13
left,left,97,14
right,grip,97,15
down,up,97,2
grip,up,97,3
up,up,97,4
right,up,97,5
down,up,97,6
down,up,97,7
down,up,97,8
left,left,97,9
left,left,98,0
left,left,98,1
down,left,98,2
grip,left,98,3
up,left,98,4
down,left,98,5
up,left,98,6
down,grip,98,7
right,up,99,0
down,left,99,1
grip,left,99,2
left,left,99,3
left,left,99,4
down,left,99,5
up,left,99,6
grip,left,99,7
left,grip,99,8
